right;catch_key;catch_stim;modality_task;catch;shape;catch_score;pitch;any_auditory;rt;inducer;score;any_visual;hue;catch_rt;fixation_duration;key;phase;modality_inducer;lightness;task;timbre;flip;complexity;superblock;left;CMC_code;input;language;section;gender;age;demo_and_practice;id;simulation
sine:low;;;auditory;0;neutral;;low;True;3.744;pitch;;1;neutral;;30;2;rate;auditory;neutral;timbre;square;0;neutral;;sine:high;square:low;keyboard;en;rate_CMC;male;25;yes;03;no
simple:light;;;visual;0;neutral;;;False;10.034;lightness;;True;neutral;;30;2;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;keyboard;en;rate_CMC;male;25;yes;03;no
simple:blue;;;visual;0;neutral;;;False;26.764;hue;;True;red;;30;2;rate;visual;neutral;complexity;;0;complex;;simple:red;complex:red;keyboard;en;rate_CMC;male;25;yes;03;no
smooth:light;;;visual;0;pointy;;;False;18.044;lightness;;True;neutral;;45;3;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;keyboard;en;rate_CMC;male;25;yes;03;no
smooth:low;;;visual;0;pointy;;high;True;4.961;pitch;;True;neutral;;45;6;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;pointy:high;keyboard;en;rate_CMC;male;25;yes;03;no
simple:low;;;visual;0;neutral;;high;True;6.945;pitch;;True;neutral;;30;2;rate;auditory;neutral;complexity;neutral;0;complex;;simple:high;complex:high;keyboard;en;rate_CMC;male;25;yes;03;no
dark:low;;;visual;0;neutral;;high;True;1.912;pitch;;True;neutral;;45;5;rate;auditory;light;lightness;neutral;0;neutral;;dark:high;light:high;keyboard;en;rate_CMC;male;25;yes;03;no
smooth:complex;;;visual;0;pointy;;;False;12.816;complexity;;True;neutral;;45;6;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;keyboard;en;rate_CMC;male;25;yes;03;no
red:light;;;visual;0;neutral;;;False;7.278;lightness;;True;blue;;30;7;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;keyboard;en;rate_CMC;male;25;yes;03;no
red:low;;;visual;0;neutral;;high;True;11.083;pitch;;True;blue;;45;3;rate;auditory;neutral;hue;neutral;0;neutral;;red:high;blue:high;keyboard;en;rate_CMC;male;25;yes;03;no
simple:square;;;visual;0;neutral;;neutral;True;3.477;timbre;;True;neutral;;45;2;rate;auditory;neutral;complexity;square;0;complex;;simple:sine;complex:square;keyboard;en;rate_CMC;male;25;yes;03;no
